name, Voelligkeit_VSsoll, Voelligkeit_HS, LCB, Bugwulstlaenge, Voelligkeit_BW, WinkelDucktail, eval_cw, eval_CT,Anz
NeoOpt1106BW_20_des0176, 0.26955178, 0.31186972, 0.13484162, 6.6315915, 1.1879374, -9.7033738, 6.5553344e-05, 0.0017583913,176
NeoOpt1106BW_20_des0177, 0.27367785, 0.3, 0.13880996, 6.5366527, 1.1717429, -8.9019048, 6.4547217e-05, 0.0017511854,177
NeoOpt1106BW_20_des0178, 0.27060462, 0.32406256, 0.1327794, 6.5423926, 1.1382292, -8.9349695, 5.63063e-05, 0.0017543638,178
NeoOpt1106BW_20_des0179, 0.29459134, 0.3, 0.13781306, 6.5490371, 1.0934211, -8.5749689, 6.0516817e-05, 0.0017464933,179
NeoOpt1106BW_20_des0180, 0.29925589, 0.3, 0.14114494, 6.5270705, 1.0384988, -7.7674422, 5.8007525e-05, 0.001747701,180
NeoOpt1106BW_20_des0181, 0.29692362, 0.3, 0.139479, 6.5380538, 1.0659599, -8.1712055, 5.8239417e-05, 0.001745779,181
NeoOpt1106BW_20_des0182, 0.29981363, 0.3, 0.13550456, 6.466639, 1.0450405, -8.3066086, 5.7419635e-05, 0.0017446568,182
NeoOpt1106BW_20_des0183, 0.30691039, 0.3, 0.12631054, 6.4893883, 1.0190999, -8.3097931, 5.721482e-05, 0.0017473566,183
NeoOpt1106BW_20_des0184, 0.30508043, 0.31025969, 0.13411233, 6.4567665, 1.0591731, -8.2286005, 5.6496971e-05, 0.0017498415,184
NeoOpt1106BW_20_des0185, 0.29414204, 0.3, 0.14445105, 6.4527411, 1.018824, -8.4713513, 6.1335668e-05, 0.0017433199,185
NeoOpt1106BW_20_des0186, 0.27985418, 0.3, 0.14649532, 6.3959279, 1.0235633, -8.3536394, 5.6745394e-05, 0.0017389248,186
NeoOpt1106BW_20_des0187, 0.26637223, 0.3, 0.14902456, 6.3364167, 1.02893, -8.2354245, 5.6434255e-05, 0.0017388416,187
NeoOpt1106BW_20_des0188, 0.27045564, 0.3122638, 0.15088397, 6.3301084, 1.023471, -8.081248, 5.5384338e-05, 0.0017423097,188
NeoOpt1106BW_20_des0189, 0.27328431, 0.3, 0.15933881, 6.3174509, 1.0097953, -8.2824313, 6.2930005e-05, 0.0017391125,189
NeoOpt1106BW_20_des0190, 0.26881684, 0.3, 0.14576098, 6.3104455, 1.0156549, -8.2927171, 5.6390694e-05, 0.0017389772,190
NeoOpt1106BW_20_des0191, 0.25389735, 0.3, 0.14950418, 6.3724401, 1.0027447, -8.4445865, 5.4183874e-05, 0.0017340154,191
NeoOpt1106BW_20_des0192, 0.24811072, 0.3, 0.15644612, 6.3905939, 0.97047462, -8.6386466, 6.1506078e-05, 0.0017370703,192
NeoOpt1106BW_20_des0193, 0.25365239, 0.31622389, 0.14917732, 6.3780145, 0.99407964, -8.2985437, 4.8938859e-05, 0.0017363208,193
NeoOpt1106BW_20_des0194, 0.25076455, 0.3, 0.14736194, 6.3893989, 0.97963507, -8.0271645, 5.4349144e-05, 0.0017375489,194
NeoOpt1106BW_20_des0195, 0.26052434, 0.30126097, 0.14815385, 6.4027433, 0.99844531, -8.4863902, 5.4176613e-05, 0.0017347307,195
NeoOpt1106BW_20_des0196, 0.24279963, 0.3, 0.14338444, 6.3965258, 1.0285443, -8.6138109, 5.4729513e-05, 0.0017366477,196
NeoOpt1106BW_20_des0197, 0.25457949, 0.3, 0.15368351, 6.3871588, 1.0176373, -8.3711214, 5.513529e-05, 0.0017344264,197
NeoOpt1106BW_20_des0198, 0.25955863, 0.3, 0.14957302, 6.3375939, 1.0087012, -8.4824835, 5.5413599e-05, 0.0017352025,198
NeoOpt1106BW_20_des0199, 0.25261682, 0.3, 0.15139688, 6.3730716, 0.99644376, -8.5144859, 5.8216636e-05, 0.0017368579,199
NeoOpt1106BW_20_des0200, 0.25334652, 0.30351888, 0.14918775, 6.3734111, 1.0056873, -8.4782429, 5.4097633e-05, 0.0017354485,200
NeoOpt1106BW_20_des0201, 0.25345612, 0.3, 0.14761736, 6.3737659, 1.0048813, -8.3481684, 5.680697e-05, 0.0017379505,201
NeoOpt1106BW_20_des0202, 0.25568393, 0.30063479, 0.14976639, 6.3649597, 1.0032401, -8.4447363, 5.4051077e-05, 0.0017341464,202
NeoOpt1106BW_20_des0203, 0.25396772, 0.30096706, 0.15003984, 6.3742853, 1.0037341, -8.4305887, 5.4734832e-05, 0.001734898,203
NeoOpt1106BW_20_des0204, 0.25423677, 0.3, 0.14967742, 6.3735044, 1.0082813, -8.4707771, 5.4888304e-05, 0.0017348415,204
NeoOpt1106BW_20_des0205, 0.25555483, 0.30015301, 0.14915218, 6.3796047, 1.0011007, -8.45614, 5.4383701e-05, 0.0017343785,205
NeoOpt1106BW_20_des0206, 0.25380387, 0.3, 0.1488599, 6.3704073, 1.0024601, -8.4314977, 5.7387755e-05, 0.0017375953,206
NeoOpt1106BW_20_des0207, 0.25373484, 0.3, 0.14996232, 6.3720235, 1.0013515, -8.4651964, 5.418967e-05, 0.0017336984,207
NeoOpt1106BW_20_des0208, 0.25382427, 0.3, 0.15004763, 6.3724092, 1.0026439, -8.4726725, 5.4550354e-05, 0.0017342063,208
NeoOpt1106BW_20_des0209, 0.25401572, 0.30025746, 0.1499515, 6.3718479, 1.001215, -8.4659333, 5.3731303e-05, 0.0017333927,209
NeoOpt1106BW_20_des0210, 0.25412024, 0.3000822, 0.14986718, 6.3743694, 1.0007729, -8.4684557, 5.4107531e-05, 0.0017336915,210
NeoOpt1106BW_20_des0211, 0.25413233, 0.30085401, 0.15001027, 6.3717349, 1.0012076, -8.4642971, 5.3901815e-05, 0.0017337761,211
NeoOpt1106BW_20_des0212, 0.2544645, 0.3, 0.15006831, 6.3706061, 1.000719, -8.4619271, 5.4574124e-05, 0.001734108,212
NeoOpt1106BW_20_des0213, 0.2539752, 0.30044588, 0.14966913, 6.3707636, 1.0009106, -8.4740321, 5.4159864e-05, 0.0017339831,213
NeoOpt1106BW_20_des0214, 0.25410874, 0.30012539, 0.14998294, 6.3719419, 1.0018248, -8.4697325, 5.4875069e-05, 0.001734568,214
NeoOpt1106BW_20_des0215, 0.25405264, 0.30024625, 0.14989159, 6.3718814, 1.0013771, -8.4634863, 5.4544489e-05, 0.0017342293,215
NeoOpt1106BW_20_des0216, 0.25380612, 0.30021602, 0.15004228, 6.3717929, 1.0007722, -8.4666253, 5.4218584e-05, 0.0017337762,216
NeoOpt1106BW_20_des0217, 0.25402609, 0.30033781, 0.14989638, 6.371595, 1.0010711, -8.4682754, 5.3976197e-05, 0.0017338027,217
NeoOpt1106BW_20_des0218, 0.25399817, 0.30031304, 0.14993984, 6.3721525, 1.0012168, -8.4663335, 5.4555458e-05, 0.0017342662,218
NeoOpt1106BW_20_des0219, 0.25412251, 0.30010177, 0.14997565, 6.3719006, 1.0010136, -8.4656806, 5.4346179e-05, 0.0017339143,219
NeoOpt1106BW_20_des0220, 0.25397574, 0.30023415, 0.14997309, 6.3716022, 1.0012066, -8.4655711, 5.39832e-05, 0.0017336175,220
NeoOpt1106BW_20_des0221, 0.25400586, 0.30018394, 0.14994595, 6.3718645, 1.001239, -8.4662653, 5.7068606e-05, 0.0017366367,221
NeoOpt1106BW_20_des0222, 0.25405036, 0.30039436, 0.14996958, 6.3717824, 1.0012431, -8.4658045, 5.3943539e-05, 0.0017336375,222
NeoOpt1106BW_20_des0223, 0.25402211, 0.30025883, 0.14995222, 6.3718661, 1.0011296, -8.4654501, 5.3840544e-05, 0.0017334915,223
NeoOpt1106BW_20_des0224, 0.2540149, 0.30026666, 0.14994873, 6.3718191, 1.0011911, -8.4663125, 5.3934175e-05, 0.0017335432,224
NeoOpt1106BW_20_des0225, 0.25400861, 0.30028668, 0.14993225, 6.3717914, 1.0012287, -8.4655426, 5.4444772e-05, 0.0017341296,225
NeoOpt1106BW_20_des0226, 0.25403441, 0.30031978, 0.14996431, 6.3718289, 1.0012311, -8.4658835, 5.6847799e-05, 0.0017364781,226
NeoOpt1106BW_20_des0227, 0.12601031, 0.68515875, 0.090188105, 6.1677031, 0.7152504, -0.73933783, 9.9402285e-05, 0.0021986952,227
NeoOpt1106BW_20_des0228, 0.16601031, 0.68515875, 0.090188105, 6.1677031, 0.7152504, -0.73933783, 9.1503782e-05, 0.002195196,228
NeoOpt1106BW_20_des0229, 0.16601031, 0.77515875, 0.090188105, 6.1677031, 0.7152504, -0.73933783, 0.00010911939, 0.0022556733,229
NeoOpt1106BW_20_des0230, 0.16601031, 0.68515875, 0.11518811, 6.1677031, 0.7152504, -0.73933783, 9.0276189e-05, 0.0021851438,230
NeoOpt1106BW_20_des0231, 0.16601031, 0.68515875, 0.11518811, 6.3477031, 0.7152504, -0.73933783, 8.644125e-05, 0.0021811817,231
NeoOpt1106BW_20_des0232, 0.16601031, 0.68515875, 0.11518811, 6.3477031, 0.8152504, -0.73933783, 9.5858988e-05, 0.0021917198,232
NeoOpt1106BW_20_des0233, 0.16601031, 0.68515875, 0.11518811, 6.3477031, 0.7152504, -1.7393378, 6.4441665e-05, 0.002124744,233
NeoOpt1106BW_20_des0234, 0.16767388, 0.62048997, 0.11817658, 6.356173, 0.70272612, -2.4099929, 4.2876287e-05, 0.0020490494,234
NeoOpt1106BW_20_des0235, 0.16951278, 0.56293444, 0.12148004, 6.3655357, 0.6888818, -3.1513337, 2.103619e-05, 0.001976358,235
NeoOpt1106BW_20_des0236, 0.17141644, 0.51648983, 0.12489982, 6.375228, 0.67455002, -3.9815595, 1.3461353e-05, 0.0019179799,236
NeoOpt1106BW_20_des0237, 0.17232854, 0.45304064, 0.12653834, 6.4599947, 0.62317056, -3.8701322, 1.2118978e-05, 0.0018927675,237
NeoOpt1106BW_20_des0238, 0.17303254, 0.39762355, 0.12780303, 6.4936514, 0.69910152, -3.9506032, 2.4940397e-05, 0.0018744469,238
NeoOpt1106BW_20_des0239, 0.19290007, 0.39868024, 0.12895431, 6.4905718, 0.69930616, -3.9233047, 2.3557744e-05, 0.0018749307,239
NeoOpt1106BW_20_des0240, 0.16938389, 0.37081682, 0.1475831, 6.4015669, 0.69042398, -3.8627547, 2.9905283e-05, 0.0018568616,240
NeoOpt1106BW_20_des0241, 0.17010335, 0.35275628, 0.14003137, 6.3415518, 0.68500744, -3.7990338, 3.1644551e-05, 0.0018557342,241
NeoOpt1106BW_20_des0242, 0.17089789, 0.3, 0.14541829, 6.3394295, 0.66846607, -4.5619666, 4.6355515e-05, 0.0018117577,242
NeoOpt1106BW_20_des0243, 0.17115098, 0.3, 0.15575883, 6.3455534, 0.64635809, -5.4444875, 4.1429841e-05, 0.0017701187,243
NeoOpt1106BW_20_des0244, 0.17122897, 0.3, 0.16199245, 6.2886765, 0.66689521, -6.3365643, 4.5475463e-05, 0.0017447085,244
NeoOpt1106BW_20_des0245, 0.17130199, 0.3, 0.16809569, 6.2747665, 0.59377644, -6.9688539, 4.7673188e-05, 0.0017278333,245
NeoOpt1106BW_20_des0246, 0.17151104, 0.3, 0.1813373, 6.3964777, 0.6111085, -7.4507021, 5.6888752e-05, 0.0017242363,246
NeoOpt1106BW_20_des0247, 0.15163649, 0.3010886, 0.18022644, 6.4006461, 0.61112922, -7.472363, 5.0756695e-05, 0.0017185429,247
NeoOpt1106BW_20_des0248, 0.1362122, 0.30217721, 0.17717059, 6.3412784, 0.60885708, -8.3249601, 5.4568551e-05, 0.0017167643,248
NeoOpt1106BW_20_des0249, 0.13796535, 0.30832307, 0.16958054, 6.3881653, 0.58080676, -8.3935779, 5.1147355e-05, 0.0017175628,249
NeoOpt1106BW_20_des0250, 0.1263273, 0.30435441, 0.1892384, 6.3316261, 0.52513466, -8.2860497, 5.7847807e-05, 0.001715177,250
NeoOpt1106BW_20_des0251, 0.12608185, 0.3489192, 0.18817756, 6.3380518, 0.52115908, -8.2969659, 5.071655e-05, 0.0017280245,251
NeoOpt1106BW_20_des0252, 0.090743117, 0.30870883, 0.18865723, 6.4127493, 0.52743905, -8.2404987, 5.194464e-05, 0.0017131197,252
NeoOpt1106BW_20_des0253, 0.075329794, 0.31741766, 0.17514016, 6.3084436, 0.50470511, -7.8375828, 4.2967778e-05, 0.0017133603,253
NeoOpt1106BW_20_des0254, 0.055182709, 0.3, 0.18073017, 6.4217621, 0.5, -8.3886846, 5.247103e-05, 0.0017120959,254
NeoOpt1106BW_20_des0255, 0.055297381, 0.3, 0.18177824, 6.4927482, 0.5, -7.4706929, 4.5108027e-05, 0.0017092346,255
NeoOpt1106BW_20_des0256, 0.041676765, 0.3, 0.18975806, 6.4303186, 0.57556593, -7.1692757, 4.458028e-05, 0.0017143436,256
NeoOpt1106BW_20_des0257, 0.052234196, 0.31141155, 0.1909731, 6.4682174, 0.52691651, -7.4287036, 4.5378842e-05, 0.0017143313,257
NeoOpt1106BW_20_des0258, 0.061839538, 0.30121207, 0.16218486, 6.5904379, 0.52533132, -7.4814091, 3.8361235e-05, 0.0017122551,258
NeoOpt1106BW_20_des0259, 0.057635895, 0.34409381, 0.18077508, 6.4812417, 0.50023418, -7.441581, 3.6674599e-05, 0.0017233752,259
NeoOpt1106BW_20_des0260, 0.081209487, 0.3, 0.18373161, 6.4381564, 0.5, -6.7762413, 4.6859423e-05, 0.001722091,260
NeoOpt1106BW_20_des0261, 0.040540531, 0.3, 0.17537119, 6.4597321, 0.5, -7.3499752, 4.0394374e-05, 0.0017098786,261
NeoOpt1106BW_20_des0262, 0.043650183, 0.3, 0.18682576, 6.554755, 0.5, -7.5467336, 4.7698752e-05, 0.0017092559,262
NeoOpt1106BW_20_des0263, 0.058884545, 0.3, 0.18459776, 6.5012656, 0.5, -7.2719492, 4.5726101e-05, 0.001712026,263
NeoOpt1106BW_20_des0264, 0.054344638, 0.30012887, 0.1836615, 6.4805468, 0.50673385, -7.486554, 4.743315e-05, 0.0017115317,264
NeoOpt1106BW_20_des0265, 0.057202993, 0.3, 0.17769038, 6.5155803, 0.51258131, -7.5103787, 4.6522655e-05, 0.001712371,265
NeoOpt1106BW_20_des0266, 0.055591713, 0.3, 0.18009325, 6.4911152, 0.5, -7.7111526, 4.774132e-05, 0.0017105481,266
NeoOpt1106BW_20_des0267, 0.051574134, 0.3, 0.18007853, 6.4871788, 0.5, -7.4335291, 4.6435372e-05, 0.0017121142,267
NeoOpt1106BW_20_des0268, 0.055292332, 0.30562454, 0.18178524, 6.492698, 0.50006817, -7.4707286, 4.6818543e-05, 0.0017138954,268
NeoOpt1106BW_20_des0269, 0.057832056, 0.3, 0.182364, 6.4957263, 0.5, -7.574553, 4.8683985e-05, 0.0017120256,269
NeoOpt1106BW_20_des0270, 0.056757929, 0.3, 0.18115114, 6.4850096, 0.5, -7.4609227, 4.5461071e-05, 0.0017101234,270
NeoOpt1106BW_20_des0271, 0.056721562, 0.3, 0.18305165, 6.503303, 0.5, -7.3794545, 4.6628782e-05, 0.0017124356,271
NeoOpt1106BW_20_des0272, 0.05305421, 0.3, 0.18112217, 6.4916026, 0.5, -7.4763653, 4.5860117e-05, 0.0017107365,272
NeoOpt1106BW_20_des0273, 0.055106687, 0.30001544, 0.18208842, 6.4907945, 0.50260462, -7.4687835, 4.5289227e-05, 0.0017100165,273
NeoOpt1106BW_20_des0274, 0.056242712, 0.3, 0.18177976, 6.4971297, 0.5, -7.523183, 4.737412e-05, 0.0017114317,274
NeoOpt1106BW_20_des0275, 0.055163929, 0.30001584, 0.18205728, 6.4907997, 0.50261009, -7.4772021, 4.6227051e-05, 0.0017108209,275
NeoOpt1106BW_20_des0276, 0.055332125, 0.3, 0.18287294, 6.4937548, 0.5, -7.426457, 4.5786132e-05, 0.0017110902,276
NeoOpt1106BW_20_des0282, 0.061974406, 1.1934465, 0.16054905, 6.5080369, 0.85107406, -7.2881761, 0.00015213339, 0.0023328853,277
NeoOpt1106BW_20_des0283, 0.10197441, 1.1934465, 0.16054905, 6.5080369, 0.85107406, -7.2881761, 0.00014089204, 0.0023273129,278
NeoOpt1106BW_20_des0284, 0.10197441, 1.1034465, 0.16054905, 6.5080369, 0.85107406, -7.2881761, 8.8710127e-05, 0.0022203424,279
NeoOpt1106BW_20_des0285, 0.10197441, 1.1034465, 0.18554905, 6.5080369, 0.85107406, -7.2881761, 7.5078307e-05, 0.0022091251,280
NeoOpt1106BW_20_des0286, 0.10197441, 1.1034465, 0.18554905, 6.6880369, 0.85107406, -7.2881761, 7.4503587e-05, 0.0022084941,281
NeoOpt1106BW_20_des0287, 0.10197441, 1.1034465, 0.18554905, 6.6880369, 0.95107406, -7.2881761, 8.6242399e-05, 0.0022216854,282
NeoOpt1106BW_20_des0288, 0.10197441, 1.1034465, 0.18554905, 6.6880369, 0.85107406, -6.2881761, 9.1225811e-05, 0.0022508334,283
NeoOpt1106BW_20_des0289, 0.10389068, 1.0207918, 0.18795512, 6.689026, 0.83974128, -7.6516838, 4.5178655e-05, 0.0021136438,284
NeoOpt1106BW_20_des0290, 0.11620694, 0.94598782, 0.19079139, 6.6901918, 0.82638221, -8.0801859, 2.6570917e-05, 0.0020368847,285
NeoOpt1106BW_20_des0291, 0.097174728, 0.87601721, 0.19331101, 6.6912276, 0.8145146, -8.4608485, 1.7870794e-05, 0.0019758106,286
NeoOpt1106BW_20_des0292, 0.10238399, 0.82974396, 0.19636098, 6.7359864, 0.77597951, -9.163331, 9.8611781e-06, 0.001930619,287
NeoOpt1106BW_20_des0293, 0.10784896, 0.74816239, 0.19899591, 6.7578319, 0.75203409, -8.8867725, 5.0597828e-06, 0.0018800682,288
NeoOpt1106BW_20_des0294, 0.1126516, 0.68542987, 0.2014647, 6.7838413, 0.81346143, -9.1897134, 1.2085504e-05, 0.0018490161,289
NeoOpt1106BW_20_des0295, 0.11528855, 0.65957858, 0.22012039, 6.6811496, 0.80168292, -9.3198659, 1.8253017e-05, 0.0018347952,290
NeoOpt1106BW_20_des0296, 0.12049293, 0.65227843, 0.2120887, 6.6197509, 0.79920568, -9.3993253, 1.7157758e-05, 0.0018307448,291
NeoOpt1106BW_20_des0297, 0.1093068, 0.57265391, 0.210443, 6.6298566, 0.77035787, -9.6192463, 2.4731709e-05, 0.0017951402,292
NeoOpt1106BW_20_des0298, 0.13458656, 0.51102572, 0.21210354, 6.6676146, 0.74452853, -9.7479376, 3.5311383e-05, 0.0017760423,293
NeoOpt1106BW_20_des0299, 0.12927591, 0.44051316, 0.21188456, 6.635572, 0.76590678, -9.2084243, 4.0479925e-05, 0.0017545485,294
NeoOpt1106BW_20_des0300, 0.12106086, 0.3618465, 0.21247209, 6.6176618, 0.77745369, -9.6207703, 5.5820321e-05, 0.0017387217,295
NeoOpt1106BW_20_des0301, 0.11322963, 0.31761433, 0.2119238, 6.5896187, 0.69761568, -9.3800117, 6.1599261e-05, 0.0017228067,296
NeoOpt1106BW_20_des0302, 0.10817624, 0.3, 0.19288467, 6.6956007, 0.69348811, -9.2481883, 5.826302e-05, 0.0017169991,297
NeoOpt1106BW_20_des0303, 0.10166302, 0.30179996, 0.20069732, 6.7585692, 0.69267419, -9.1935762, 5.7879424e-05, 0.001715321,298
NeoOpt1106BW_20_des0304, 0.11267025, 0.30359992, 0.2068032, 6.8, 0.65460642, -8.3772855, 5.3059739e-05, 0.0017087641,299
NeoOpt1106BW_20_des0305, 0.090407546, 0.30719984, 0.20920667, 6.8, 0.629476, -7.5922785, 4.7535439e-05, 0.0017087799,300
NeoOpt1106BW_20_des0306, 0.11377038, 0.33875969, 0.20856668, 6.7927929, 0.68215544, -8.2583262, 4.6161895e-05, 0.0017184166,301
NeoOpt1106BW_20_des0307, 0.12310491, 0.30719984, 0.20859237, 6.8, 0.55873421, -8.4552527, 6.2730855e-05, 0.0017166531,302
NeoOpt1106BW_20_des0308, 0.13029607, 0.3, 0.21493398, 6.8, 0.71412582, -7.7905995, 5.9479142e-05, 0.00171515,303
NeoOpt1106BW_20_des0309, 0.11371979, 0.3, 0.19463479, 6.8, 0.65819676, -8.2797645, 5.0368024e-05, 0.0017082728,304
NeoOpt1106BW_20_des0310, 0.11151987, 0.30073419, 0.19459208, 6.7576179, 0.66419594, -8.2989278, 5.0913215e-05, 0.0017091477,305
NeoOpt1106BW_20_des0311, 0.1206835, 0.3, 0.19412481, 6.7888423, 0.61178235, -8.2816007, 5.5405399e-05, 0.0017120501,306
NeoOpt1106BW_20_des0312, 0.12246805, 0.30656742, 0.19509023, 6.7946666, 0.6667273, -8.3090188, 5.0359682e-05, 0.0017106982,307
NeoOpt1106BW_20_des0313, 0.11176454, 0.3, 0.19863831, 6.8, 0.68470845, -7.8903051, 5.1251616e-05, 0.0017108477,308
NeoOpt1106BW_20_des0314, 0.10513297, 0.3, 0.19363121, 6.8, 0.67840312, -8.6816045, 5.3075579e-05, 0.0017111149,309
NeoOpt1106BW_20_des0315, 0.11316289, 0.3, 0.19450413, 6.8, 0.63343214, -8.248939, 5.1670493e-05, 0.0017090825,310
NeoOpt1106BW_20_des0316, 0.11522076, 0.3106054, 0.19493015, 6.7975518, 0.6579776, -8.2784207, 4.8427399e-05, 0.0017108929,311
NeoOpt1106BW_20_des0317, 0.10826575, 0.3, 0.19390524, 6.8, 0.66412349, -8.4786218, 5.1483119e-05, 0.0017092356,312
NeoOpt1106BW_20_des0318, 0.11174552, 0.3, 0.1953476, 6.8, 0.66327783, -8.1807986, 5.0036826e-05, 0.0017083607,313
NeoOpt1106BW_20_des0319, 0.1135395, 0.30038354, 0.19612254, 6.7998021, 0.65787564, -8.2975084, 5.0853083e-05, 0.0017084574,314
NeoOpt1106BW_20_des0320, 0.1104331, 0.3, 0.19341132, 6.8, 0.66293527, -8.3448273, 5.072973e-05, 0.0017087968,315
NeoOpt1106BW_20_des0321, 0.11370542, 0.3, 0.19444784, 6.8, 0.65249768, -8.2552239, 5.0398943e-05, 0.001708328,316
NeoOpt1106BW_20_des0322, 0.11372486, 0.30032361, 0.194628, 6.7944127, 0.65820461, -8.2796632, 4.9855971e-05, 0.0017078475,317
NeoOpt1106BW_20_des0323, 0.11463469, 0.30064722, 0.19457955, 6.7840676, 0.65882182, -8.2740939, 5.0687708e-05, 0.00170886,318
NeoOpt1106BW_20_des0324, 0.11260954, 0.30035657, 0.19445716, 6.7934555, 0.65789254, -8.2903519, 5.0499719e-05, 0.0017084163,319
NeoOpt1106BW_20_des0325, 0.11391301, 0.30015381, 0.19472501, 6.7943603, 0.65759556, -8.2925558, 5.019598e-05, 0.0017080264,320
NeoOpt1106BW_20_des0326, 0.11341197, 0.30006885, 0.19535382, 6.7940765, 0.6581745, -8.2718607, 4.9764301e-05, 0.0017074945,321
NeoOpt1106BW_20_des0327, 0.11341979, 0.30100102, 0.19542096, 6.7942897, 0.65917128, -8.2772322, 5.0662842e-05, 0.0017087398,322
NeoOpt1106BW_20_des0328, 0.11343143, 0.30171455, 0.19535604, 6.7942697, 0.65583287, -8.2622439, 5.0119626e-05, 0.0017084772,323
NeoOpt1106BW_20_des0329, 0.11374234, 0.3, 0.19528474, 6.7912367, 0.65738136, -8.2476053, 5.0638188e-05, 0.0017084383,324
NeoOpt1106BW_20_des0330, 0.11282918, 0.3, 0.19527523, 6.793665, 0.65782872, -8.273912, 5.0848805e-05, 0.0017086263,325
NeoOpt1106BW_20_des0331, 0.11334221, 0.30007614, 0.19532007, 6.7950522, 0.65839399, -8.2671744, 5.0874318e-05, 0.0017086567,326
NeoOpt1106BW_20_des0332, 0.11376637, 0.30013771, 0.19547473, 6.7937498, 0.6574591, -8.2811986, 5.0562776e-05, 0.0017082236,327
NeoOpt1106BW_20_des0333, 0.11346363, 0.30013771, 0.19535541, 6.7933474, 0.6587934, -8.273878, 5.1074945e-05, 0.0017089075,328
NeoOpt1106BW_20_des0334, 0.11344786, 0.30015704, 0.19526397, 6.7940928, 0.65813283, -8.272489, 4.9560887e-05, 0.0017073727,329
NeoOpt1106BW_20_des0335, 0.11347146, 0.30056511, 0.19528056, 6.7934552, 0.6578608, -8.2680463, 5.0471786e-05, 0.0017084079,330
NeoOpt1106BW_20_des0336, 0.11331388, 0.30014328, 0.19529363, 6.7939554, 0.65802041, -8.2733624, 4.9489998e-05, 0.0017072861,331
NeoOpt1106BW_20_des0337, 0.11325718, 0.30016763, 0.19514136, 6.7942227, 0.65785983, -8.2774944, 5.0541166e-05, 0.0017083739,332
NeoOpt1106BW_20_des0338, 0.11333385, 0.30037927, 0.19533267, 6.7942649, 0.6580125, -8.2750156, 5.0674451e-05, 0.0017085971,333
NeoOpt1106BW_20_des0339, 0.11344987, 0.30028655, 0.19536123, 6.7937193, 0.65740473, -8.2734295, 5.0501465e-05, 0.001708272,334
NeoOpt1106BW_20_des0340, 0.11327424, 0.30028655, 0.19529819, 6.794276, 0.65797698, -8.2704731, 5.0952265e-05, 0.001708785,335
NeoOpt1106BW_20_des0341, 0.1133105, 0.30025887, 0.19528211, 6.7937151, 0.65805697, -8.2731921, 5.0504979e-05, 0.0017083038,336
NeoOpt1106BW_20_des0342, 0.11335309, 0.30028655, 0.19536082, 6.7940067, 0.65815483, -8.2749909, 5.0673651e-05, 0.0017085187,337
NeoOpt1106BW_20_des0343, 0.11331499, 0.3, 0.19527877, 6.7940345, 0.65798521, -8.274143, 5.0769577e-05, 0.001708549,338
NeoOpt1106BW_20_des0344, 0.11329987, 0.3001381, 0.19529132, 6.7939961, 0.65810757, -8.2734534, 4.9732109e-05, 0.0017075591,339
NeoOpt1106BW_20_des0345, 0.11333239, 0.30008809, 0.19533333, 6.7938517, 0.65805421, -8.2728559, 5.061859e-05, 0.0017084031,340
NeoOpt1106BW_20_des0346, 0.11330271, 0.30015473, 0.19529039, 6.7940403, 0.65799379, -8.2725905, 5.0535917e-05, 0.0017083407,341
NeoOpt1106BW_20_des0347, 0.11329692, 0.30014338, 0.19529773, 6.7939403, 0.65800598, -8.273487, 4.9516515e-05, 0.0017072747,342
NeoOpt1106BW_20_des0348, 0.1133063, 0.30018983, 0.195306, 6.7940222, 0.65799659, -8.2740817, 5.0326071e-05, 0.0017081524,343
NeoOpt1106BW_20_des0349, 0.11329813, 0.30008184, 0.19528543, 6.7938902, 0.65798738, -8.2739079, 5.0663093e-05, 0.0017084854,344
NeoOpt1106BW_20_des0350, 0.20871382, 0.82981169, 0.24787111, 5.196071, 1.4678815, -1.8797068, 0.00019428805, 0.0023182021,345
NeoOpt1106BW_20_des0351, 0.24871382, 0.82981169, 0.24787111, 5.196071, 1.4678815, -1.8797068, 0.00017604303, 0.0023039423,346
NeoOpt1106BW_20_des0352, 0.24871382, 0.91981169, 0.24787111, 5.196071, 1.4678815, -1.8797068, 0.00018258442, 0.0023689093,347
NeoOpt1106BW_20_des0353, 0.24871382, 0.82981169, 0.27287111, 5.196071, 1.4678815, -1.8797068, 0.00018033737, 0.0023039156,348
NeoOpt1106BW_20_des0354, 0.24871382, 0.82981169, 0.27287111, 5.376071, 1.4678815, -1.8797068, 0.00018142095, 0.0023061151,349
NeoOpt1106BW_20_des0355, 0.24871382, 0.82981169, 0.27287111, 5.196071, 1.3678815, -1.8797068, 0.00015627906, 0.0022786746,350
NeoOpt1106BW_20_des0356, 0.24871382, 0.82981169, 0.27287111, 5.196071, 1.3678815, -0.87970681, 0.00017216713, 0.0023282792,351
NeoOpt1106BW_20_des0357, 0.25528797, 0.76241858, 0.27287687, 5.1915069, 1.3387795, -2.4514873, 0.00014659241, 0.0022062433,352
NeoOpt1106BW_20_des0358, 0.26304505, 0.70632818, 0.27288367, 5.1861215, 1.3044411, -3.1261523, 0.00012727367, 0.0021299594,353
NeoOpt1106BW_20_des0359, 0.27039105, 0.63832992, 0.27289011, 5.1810216, 1.2785687, -3.6986005, 0.00012105719, 0.0020609072,354
